provider,corridor,date,fee_php,effective_exchange_rate,weekday,weekday_number,is_holiday,is_promo,is_payday,effective_cost_php_15000
Wise,AE-PH,2023-09-15,150.22,15.700559,Friday,4,0,0,1,340.77
Remitly,AE-PH,2023-09-15,184.2,15.636663,Friday,4,0,0,1,436.81
WorldRemit,AE-PH,2023-09-15,178.53,15.613596,Friday,4,0,0,1,453.67
Wise,AE-PH,2023-09-16,162.28,15.6994,Saturday,5,0,0,1,353.95
Remitly,AE-PH,2023-09-16,179.89,15.641958,Saturday,5,0,0,1,427.35
WorldRemit,AE-PH,2023-09-16,171.42,15.596225,Saturday,5,0,0,1,463.58
Wise,AE-PH,2023-09-17,153.61,15.709537,Sunday,6,0,0,0,335.48
Remitly,AE-PH,2023-09-17,155.84,15.680678,Sunday,6,0,0,0,365.64
WorldRemit,AE-PH,2023-09-17,167.04,15.643456,Sunday,6,0,0,0,413.03
Wise,AE-PH,2023-09-18,148.74,15.715233,Monday,0,0,0,0,325.1
Remitly,AE-PH,2023-09-18,112.12,15.774118,Monday,0,0,1,0,231.82
WorldRemit,AE-PH,2023-09-18,152.31,15.663104,Monday,0,0,0,0,379.18
Wise,AE-PH,2023-09-19,139.72,15.738117,Tuesday,1,0,0,0,294.01
Remitly,AE-PH,2023-09-19,100.88,15.794367,Tuesday,1,0,1,0,201.2
WorldRemit,AE-PH,2023-09-19,114.53,15.748775,Tuesday,1,0,1,0,258.57
Wise,AE-PH,2023-09-20,103.88,15.812035,Wednesday,2,0,1,0,187.32
Remitly,AE-PH,2023-09-20,121.13,15.77208,Wednesday,2,0,1,0,242.79
WorldRemit,AE-PH,2023-09-20,101.37,15.773873,Wednesday,2,0,1,0,221.31
Wise,AE-PH,2023-09-21,79.9,15.855474,Thursday,3,0,1,0,122.02
Remitly,AE-PH,2023-09-21,158.46,15.693574,Thursday,3,0,0,0,355.76
WorldRemit,AE-PH,2023-09-21,115.82,15.744489,Thursday,3,0,1,0,263.97
Wise,AE-PH,2023-09-22,104.77,15.808019,Friday,4,0,1,0,192.05
Remitly,AE-PH,2023-09-22,157.96,15.677972,Friday,4,0,0,0,370.39
WorldRemit,AE-PH,2023-09-22,149.18,15.661154,Friday,4,0,0,0,377.94
Wise,AE-PH,2023-09-23,141.14,15.726439,Saturday,5,0,0,0,306.68
Remitly,AE-PH,2023-09-23,169.76,15.666947,Saturday,5,0,0,0,392.9
WorldRemit,AE-PH,2023-09-23,155.6,15.659597,Saturday,5,0,0,0,385.88
Wise,AE-PH,2023-09-24,147.77,15.719146,Sunday,6,0,0,0,320.35
Remitly,AE-PH,2023-09-24,159.31,15.683127,Sunday,6,0,0,0,366.73
WorldRemit,AE-PH,2023-09-24,162.87,15.645628,Sunday,6,0,0,0,406.74
Wise,AE-PH,2023-09-25,152.22,15.703825,Monday,0,0,0,0,339.6
Remitly,AE-PH,2023-09-25,148.95,15.725103,Monday,0,0,0,0,315.78
WorldRemit,AE-PH,2023-09-25,152.7,15.663885,Monday,0,0,0,0,378.8
Wise,AE-PH,2023-09-26,147.5,15.729289,Tuesday,1,0,0,0,310.3
Remitly,AE-PH,2023-09-26,133.26,15.746387,Tuesday,1,0,0,0,279.59
WorldRemit,AE-PH,2023-09-26,135.48,15.689053,Tuesday,1,0,0,0,337.16
Wise,AE-PH,2023-09-27,127.88,15.764194,Wednesday,2,0,0,0,257.1
Remitly,AE-PH,2023-09-27,152.43,15.710829,Wednesday,2,0,0,0,333.04
WorldRemit,AE-PH,2023-09-27,134.35,15.724076,Wednesday,2,0,0,0,302.17
Wise,AE-PH,2023-09-28,116.35,15.79636,Thursday,3,0,0,0,214.76
Remitly,AE-PH,2023-09-28,154.55,15.687322,Thursday,3,0,0,0,357.91
WorldRemit,AE-PH,2023-09-28,145.58,15.700905,Thursday,3,0,0,0,335.79
Wise,AE-PH,2023-09-29,146.79,15.717728,Friday,4,0,0,1,320.74
Remitly,AE-PH,2023-09-29,175.81,15.61694,Friday,4,0,0,1,447.69
WorldRemit,AE-PH,2023-09-29,163.15,15.624617,Friday,4,0,0,1,427.53
Wise,AE-PH,2023-09-30,151.85,15.695236,Saturday,5,0,0,1,347.55
Remitly,AE-PH,2023-09-30,180.73,15.629859,Saturday,5,0,0,1,439.99
WorldRemit,AE-PH,2023-09-30,180.92,15.591877,Saturday,5,0,0,1,477.34
Wise,AE-PH,2023-10-01,150.83,15.701809,Sunday,6,0,0,0,340.17
Remitly,AE-PH,2023-10-01,161.38,15.686645,Sunday,6,0,0,0,365.39
WorldRemit,AE-PH,2023-10-01,157.62,15.636197,Sunday,6,0,0,0,410.69
Wise,AE-PH,2023-10-02,152.12,15.705599,Monday,0,0,0,0,337.79
Remitly,AE-PH,2023-10-02,153.25,15.714211,Monday,0,0,0,0,330.59
WorldRemit,AE-PH,2023-10-02,150.08,15.648306,Monday,0,0,0,0,391.35
Wise,AE-PH,2023-10-03,142.69,15.735523,Tuesday,1,0,0,0,299.48
Remitly,AE-PH,2023-10-03,132.2,15.742427,Tuesday,1,0,0,0,282.34
WorldRemit,AE-PH,2023-10-03,137.81,15.683039,Tuesday,1,0,0,0,345.32
Wise,AE-PH,2023-10-04,130.88,15.754493,Wednesday,2,0,0,0,269.42
Remitly,AE-PH,2023-10-04,145.95,15.712346,Wednesday,2,0,0,0,325.1
WorldRemit,AE-PH,2023-10-04,123.27,15.721737,Wednesday,2,0,0,0,293.35
Wise,AE-PH,2023-10-05,116.32,15.789079,Thursday,3,0,0,0,221.7
Remitly,AE-PH,2023-10-05,161.29,15.689576,Thursday,3,0,0,0,362.47
WorldRemit,AE-PH,2023-10-05,133.81,15.691718,Thursday,3,0,0,0,332.91
Wise,AE-PH,2023-10-06,120.84,15.74762,Friday,4,0,0,0,265.98
Remitly,AE-PH,2023-10-06,157.36,15.671133,Friday,4,0,0,0,376.42
WorldRemit,AE-PH,2023-10-06,142.44,15.667722,Friday,4,0,0,0,364.82
Wise,AE-PH,2023-10-07,139.27,15.746037,Saturday,5,0,0,0,285.94
Remitly,AE-PH,2023-10-07,170.54,15.666301,Saturday,5,0,0,0,394.3
WorldRemit,AE-PH,2023-10-07,160.92,15.641542,Saturday,5,0,0,0,408.78
Wise,AE-PH,2023-10-08,145.9,15.721066,Sunday,6,0,0,0,316.63
Remitly,AE-PH,2023-10-08,158.41,15.683523,Sunday,6,0,0,0,365.45
WorldRemit,AE-PH,2023-10-08,154.77,15.650844,Sunday,6,0,0,0,393.57
Wise,AE-PH,2023-10-09,142.6,15.712413,Monday,0,0,0,0,321.68
Remitly,AE-PH,2023-10-09,146.01,15.714629,Monday,0,0,0,0,322.95
WorldRemit,AE-PH,2023-10-09,149.27,15.661507,Monday,0,0,0,0,377.69
Wise,AE-PH,2023-10-10,136.84,15.731907,Tuesday,1,0,0,0,297.11
Remitly,AE-PH,2023-10-10,131.95,15.74263,Tuesday,1,0,0,0,281.89
WorldRemit,AE-PH,2023-10-10,142.72,15.683342,Tuesday,1,0,0,0,349.94
Wise,AE-PH,2023-10-11,130.75,15.753628,Wednesday,2,0,0,0,270.12
Remitly,AE-PH,2023-10-11,153.87,15.714961,Wednesday,2,0,0,0,330.49
WorldRemit,AE-PH,2023-10-11,124.78,15.705071,Wednesday,2,0,0,0,310.95
Wise,AE-PH,2023-10-12,117.44,15.785603,Thursday,3,0,0,0,226.15
Remitly,AE-PH,2023-10-12,165.21,15.686464,Thursday,3,0,0,0,369.41
WorldRemit,AE-PH,2023-10-12,147.58,15.694494,Thursday,3,0,0,0,343.99
Wise,AE-PH,2023-10-13,131.22,15.787754,Friday,4,0,0,0,237.87
Remitly,AE-PH,2023-10-13,157.63,15.675013,Friday,4,0,0,0,372.93
WorldRemit,AE-PH,2023-10-13,153.07,15.670101,Friday,4,0,0,0,373.13
Wise,AE-PH,2023-10-14,154.07,15.693321,Saturday,5,0,0,1,351.62
Remitly,AE-PH,2023-10-14,183.77,15.634336,Saturday,5,0,0,1,438.65
WorldRemit,AE-PH,2023-10-14,169.98,15.596017,Saturday,5,0,0,1,462.35
Wise,AE-PH,2023-10-15,163.98,15.663136,Sunday,6,0,0,1,390.81
Remitly,AE-PH,2023-10-15,176.73,15.652948,Sunday,6,0,0,1,413.48
WorldRemit,AE-PH,2023-10-15,169.8,15.595732,Sunday,6,0,0,1,462.44
Wise,AE-PH,2023-10-16,163.39,15.676086,Monday,0,0,0,1,377.64
Remitly,AE-PH,2023-10-16,136.06,15.726334,Monday,0,0,1,1,301.71
WorldRemit,AE-PH,2023-10-16,164.81,15.607837,Monday,0,0,0,1,445.6
Wise,AE-PH,2023-10-17,140.36,15.735141,Tuesday,1,0,0,0,297.52
Remitly,AE-PH,2023-10-17,98.82,15.800786,Tuesday,1,0,1,0,193.0
WorldRemit,AE-PH,2023-10-17,107.62,15.732332,Tuesday,1,0,1,0,267.48
Wise,AE-PH,2023-10-18,101.59,15.80792,Wednesday,2,0,1,0,188.96
Remitly,AE-PH,2023-10-18,116.55,15.773662,Wednesday,2,0,1,0,236.69
WorldRemit,AE-PH,2023-10-18,88.43,15.767211,Wednesday,2,0,1,0,214.76
Wise,AE-PH,2023-10-19,88.74,15.84409,Thursday,3,0,1,0,141.68
Remitly,AE-PH,2023-10-19,162.35,15.687315,Thursday,3,0,0,0,365.71
WorldRemit,AE-PH,2023-10-19,113.19,15.733041,Thursday,3,0,1,0,272.37
Wise,AE-PH,2023-10-20,102.61,15.818772,Friday,4,0,1,0,179.63
Remitly,AE-PH,2023-10-20,157.65,15.677249,Friday,4,0,0,0,370.78
WorldRemit,AE-PH,2023-10-20,152.93,15.662471,Friday,4,0,0,0,380.42
Wise,AE-PH,2023-10-21,142.9,15.72995,Saturday,5,0,0,0,305.06
Remitly,AE-PH,2023-10-21,165.77,15.679034,Saturday,5,0,0,0,377.17
WorldRemit,AE-PH,2023-10-21,163.12,15.628717,Saturday,5,0,0,0,423.49
Wise,AE-PH,2023-10-22,149.86,15.71811,Sunday,6,0,0,0,323.44
Remitly,AE-PH,2023-10-22,156.68,15.679848,Sunday,6,0,0,0,367.29
WorldRemit,AE-PH,2023-10-22,166.11,15.645585,Sunday,6,0,0,0,410.03
Wise,AE-PH,2023-10-23,149.59,15.707889,Monday,0,0,0,0,333.04
Remitly,AE-PH,2023-10-23,148.46,15.724752,Monday,0,0,0,0,315.64
WorldRemit,AE-PH,2023-10-23,156.99,15.674783,Monday,0,0,0,0,372.51
Wise,AE-PH,2023-10-24,140.11,15.710861,Tuesday,1,0,0,0,320.69
Remitly,AE-PH,2023-10-24,130.67,15.759668,Tuesday,1,0,0,0,264.24
WorldRemit,AE-PH,2023-10-24,142.56,15.696309,Tuesday,1,0,0,0,337.22
Wise,AE-PH,2023-10-25,127.8,15.774944,Wednesday,2,0,0,0,246.72
Remitly,AE-PH,2023-10-25,149.14,15.727139,Wednesday,2,0,0,0,314.01
WorldRemit,AE-PH,2023-10-25,132.3,15.734143,Wednesday,2,0,0,0,290.42
Wise,AE-PH,2023-10-26,117.18,15.786205,Thursday,3,0,0,0,225.31
Remitly,AE-PH,2023-10-26,163.72,15.686495,Thursday,3,0,0,0,367.89
WorldRemit,AE-PH,2023-10-26,149.93,15.677822,Thursday,3,0,0,0,362.5
Wise,AE-PH,2023-10-27,136.94,15.748448,Friday,4,0,0,0,281.29
Remitly,AE-PH,2023-10-27,170.29,15.687183,Friday,4,0,0,0,373.79
WorldRemit,AE-PH,2023-10-27,153.77,15.659759,Friday,4,0,0,0,383.89
Wise,AE-PH,2023-10-28,136.84,15.733191,Saturday,5,0,0,0,295.87
Remitly,AE-PH,2023-10-28,169.88,15.671419,Saturday,5,0,0,0,388.67
WorldRemit,AE-PH,2023-10-28,165.42,15.646233,Saturday,5,0,0,0,408.7
Wise,AE-PH,2023-10-29,166.64,15.668146,Sunday,6,0,0,1,388.61
Remitly,AE-PH,2023-10-29,168.94,15.654265,Sunday,6,0,0,1,404.41
WorldRemit,AE-PH,2023-10-29,171.75,15.607066,Sunday,6,0,0,1,453.29
Wise,AE-PH,2023-10-30,165.44,15.682767,Monday,0,0,0,1,373.22
Remitly,AE-PH,2023-10-30,162.29,15.666926,Monday,0,0,0,1,385.44
WorldRemit,AE-PH,2023-10-30,171.28,15.62016,Monday,0,0,0,1,440.01
Wise,AE-PH,2023-10-31,155.42,15.683998,Tuesday,1,0,0,1,362.0
Remitly,AE-PH,2023-10-31,149.84,15.694769,Tuesday,1,0,0,1,345.99
WorldRemit,AE-PH,2023-10-31,164.68,15.635858,Tuesday,1,0,0,1,418.08
Wise,AE-PH,2023-11-01,128.58,15.765443,Wednesday,2,0,0,0,256.61
Remitly,AE-PH,2023-11-01,147.66,15.727456,Wednesday,2,0,0,0,312.22
WorldRemit,AE-PH,2023-11-01,132.29,15.721878,Wednesday,2,0,0,0,302.24
Wise,AE-PH,2023-11-02,120.24,15.790439,Thursday,3,0,0,0,224.32
Remitly,AE-PH,2023-11-02,159.09,15.698471,Thursday,3,0,0,0,351.65
WorldRemit,AE-PH,2023-11-02,139.75,15.689681,Thursday,3,0,0,0,340.82
Wise,AE-PH,2023-11-03,132.99,15.757086,Friday,4,0,0,0,269.04
Remitly,AE-PH,2023-11-03,165.4,15.676262,Friday,4,0,0,0,379.49
WorldRemit,AE-PH,2023-11-03,150.89,15.656809,Friday,4,0,0,0,383.88
Wise,AE-PH,2023-11-04,143.05,15.743472,Saturday,5,0,0,0,292.19
Remitly,AE-PH,2023-11-04,164.19,15.66454,Saturday,5,0,0,0,389.66
WorldRemit,AE-PH,2023-11-04,155.53,15.634007,Saturday,5,0,0,0,410.74
Wise,AE-PH,2023-11-05,143.54,15.711601,Sunday,6,0,0,0,323.41
Remitly,AE-PH,2023-11-05,153.52,15.685136,Sunday,6,0,0,0,359.0
WorldRemit,AE-PH,2023-11-05,157.49,15.652118,Sunday,6,0,0,0,395.05
Wise,AE-PH,2023-11-06,151.4,15.71266,Monday,0,0,0,0,330.24
Remitly,AE-PH,2023-11-06,149.97,15.723522,Monday,0,0,0,0,318.33
WorldRemit,AE-PH,2023-11-06,153.75,15.664794,Monday,0,0,0,0,378.98
Wise,AE-PH,2023-11-07,137.85,15.74114,Tuesday,1,0,0,0,289.23
Remitly,AE-PH,2023-11-07,129.46,15.744663,Tuesday,1,0,0,0,277.45
WorldRemit,AE-PH,2023-11-07,139.93,15.669993,Tuesday,1,0,0,0,360.1
Wise,AE-PH,2023-11-08,128.4,15.752988,Wednesday,2,0,0,0,268.38
Remitly,AE-PH,2023-11-08,149.74,15.721066,Wednesday,2,0,0,0,320.47
WorldRemit,AE-PH,2023-11-08,125.53,15.716804,Wednesday,2,0,0,0,300.37
Wise,AE-PH,2023-11-09,114.95,15.801124,Thursday,3,0,0,0,208.81
Remitly,AE-PH,2023-11-09,154.18,15.69561,Thursday,3,0,0,0,349.51
WorldRemit,AE-PH,2023-11-09,147.26,15.685214,Thursday,3,0,0,0,352.66
Wise,AE-PH,2023-11-10,134.17,15.754486,Friday,4,0,0,0,272.71
Remitly,AE-PH,2023-11-10,164.91,15.67639,Friday,4,0,0,0,378.87
WorldRemit,AE-PH,2023-11-10,152.65,15.662113,Friday,4,0,0,0,380.48
Wise,AE-PH,2023-11-11,143.8,15.722914,Saturday,5,0,0,0,312.74
Remitly,AE-PH,2023-11-11,166.85,15.689512,Saturday,5,0,0,0,368.09
WorldRemit,AE-PH,2023-11-11,154.25,15.655833,Saturday,5,0,0,0,388.19
Wise,AE-PH,2023-11-12,151.33,15.703204,Sunday,6,0,0,0,339.32
Remitly,AE-PH,2023-11-12,160.23,15.684909,Sunday,6,0,0,0,365.93
WorldRemit,AE-PH,2023-11-12,157.85,15.66193,Sunday,6,0,0,0,385.86
Wise,AE-PH,2023-11-13,142.04,15.719337,Monday,0,0,0,0,314.44
Remitly,AE-PH,2023-11-13,115.06,15.778042,Monday,0,0,1,0,231.01
WorldRemit,AE-PH,2023-11-13,155.28,15.652791,Monday,0,0,0,0,392.18
Wise,AE-PH,2023-11-14,151.48,15.694719,Tuesday,1,0,0,1,347.67
Remitly,AE-PH,2023-11-14,128.84,15.771866,Tuesday,1,0,1,1,250.7
WorldRemit,AE-PH,2023-11-14,127.44,15.696174,Tuesday,1,0,1,1,322.22
Wise,AE-PH,2023-11-15,114.99,15.772092,Wednesday,2,0,1,1,236.64
Remitly,AE-PH,2023-11-15,133.98,15.723758,Wednesday,2,0,1,1,302.11
WorldRemit,AE-PH,2023-11-15,108.26,15.737982,Wednesday,2,0,1,1,262.68
Wise,AE-PH,2023-11-16,100.54,15.787768,Thursday,3,0,1,1,207.17
Remitly,AE-PH,2023-11-16,177.33,15.651089,Thursday,3,0,0,1,415.89
WorldRemit,AE-PH,2023-11-16,132.64,15.699688,Thursday,3,0,1,1,324.02
Wise,AE-PH,2023-11-17,106.13,15.805479,Friday,4,0,1,0,195.84
Remitly,AE-PH,2023-11-17,163.69,15.675852,Friday,4,0,0,0,378.17
WorldRemit,AE-PH,2023-11-17,155.17,15.664839,Friday,4,0,0,0,380.35
Wise,AE-PH,2023-11-18,147.76,15.72511,Saturday,5,0,0,0,314.58
Remitly,AE-PH,2023-11-18,167.04,15.680752,Saturday,5,0,0,0,376.77
WorldRemit,AE-PH,2023-11-18,161.36,15.63799,Saturday,5,0,0,0,412.68
Wise,AE-PH,2023-11-19,146.29,15.708251,Sunday,6,0,0,0,329.4
Remitly,AE-PH,2023-11-19,159.63,15.686145,Sunday,6,0,0,0,364.13
WorldRemit,AE-PH,2023-11-19,161.47,15.652791,Sunday,6,0,0,0,398.37
Wise,AE-PH,2023-11-20,150.5,15.707784,Monday,0,0,0,0,334.06
Remitly,AE-PH,2023-11-20,149.66,15.715993,Monday,0,0,0,0,325.28
WorldRemit,AE-PH,2023-11-20,153.19,15.6384,Monday,0,0,0,0,404.11
Wise,AE-PH,2023-11-21,137.93,15.731245,Tuesday,1,0,0,0,298.84
Remitly,AE-PH,2023-11-21,130.19,15.755398,Tuesday,1,0,0,0,267.86
WorldRemit,AE-PH,2023-11-21,143.92,15.674757,Tuesday,1,0,0,0,359.46
Wise,AE-PH,2023-11-22,128.14,15.752544,Wednesday,2,0,0,0,268.55
Remitly,AE-PH,2023-11-22,147.02,15.730541,Wednesday,2,0,0,0,308.61
WorldRemit,AE-PH,2023-11-22,129.17,15.718682,Wednesday,2,0,0,0,302.19
Wise,AE-PH,2023-11-23,119.41,15.795643,Thursday,3,0,0,0,218.51
Remitly,AE-PH,2023-11-23,157.65,15.681454,Thursday,3,0,0,0,366.7
WorldRemit,AE-PH,2023-11-23,141.55,15.69889,Thursday,3,0,0,0,333.71
Wise,AE-PH,2023-11-24,127.95,15.748679,Friday,4,0,0,0,272.08
Remitly,AE-PH,2023-11-24,171.62,15.680626,Friday,4,0,0,0,381.47
WorldRemit,AE-PH,2023-11-24,149.16,15.673927,Friday,4,0,0,0,365.51
Wise,AE-PH,2023-11-25,141.39,15.711613,Saturday,5,0,0,0,321.25
Remitly,AE-PH,2023-11-25,165.52,15.677692,Saturday,5,0,0,0,378.22
WorldRemit,AE-PH,2023-11-25,162.65,15.65428,Saturday,5,0,0,0,398.1
Wise,AE-PH,2023-11-26,146.86,15.708555,Sunday,6,0,0,0,329.66
Remitly,AE-PH,2023-11-26,154.62,15.698869,Sunday,6,0,0,0,346.8
WorldRemit,AE-PH,2023-11-26,161.68,15.637791,Sunday,6,0,0,0,413.19
Wise,AE-PH,2023-11-27,141.2,15.724335,Monday,0,0,0,0,308.78
Remitly,AE-PH,2023-11-27,151.4,15.711501,Monday,0,0,0,0,331.36
WorldRemit,AE-PH,2023-11-27,153.26,15.659322,Monday,0,0,0,0,383.81
Wise,AE-PH,2023-11-28,139.53,15.745254,Tuesday,1,0,0,0,286.95
Remitly,AE-PH,2023-11-28,131.13,15.753718,Tuesday,1,0,0,0,270.41
WorldRemit,AE-PH,2023-11-28,142.35,15.682124,Tuesday,1,0,0,0,350.75
Wise,AE-PH,2023-11-29,145.69,15.720298,Wednesday,2,0,0,1,317.16
Remitly,AE-PH,2023-11-29,171.29,15.675459,Wednesday,2,0,0,1,386.15
WorldRemit,AE-PH,2023-11-29,148.79,15.675624,Wednesday,2,0,0,1,363.49
Wise,AE-PH,2023-11-30,138.87,15.722788,Thursday,3,1,0,1,307.94
Remitly,AE-PH,2023-11-30,178.2,15.616741,Thursday,3,1,0,1,450.27
WorldRemit,AE-PH,2023-11-30,164.29,15.603464,Thursday,3,1,0,1,449.35
Wise,AE-PH,2023-12-01,131.6,15.770877,Friday,4,0,0,0,254.41
Remitly,AE-PH,2023-12-01,168.7,15.675128,Friday,4,0,0,0,383.89
WorldRemit,AE-PH,2023-12-01,149.76,15.661566,Friday,4,0,0,0,378.12
Wise,AE-PH,2023-12-02,136.46,15.714849,Saturday,5,0,0,0,313.19
Remitly,AE-PH,2023-12-02,167.96,15.670879,Saturday,5,0,0,0,387.28
WorldRemit,AE-PH,2023-12-02,158.21,15.639525,Saturday,5,0,0,0,408.03
Wise,AE-PH,2023-12-03,145.87,15.720439,Sunday,6,0,0,0,317.2
Remitly,AE-PH,2023-12-03,160.8,15.694863,Sunday,6,0,0,0,356.86
WorldRemit,AE-PH,2023-12-03,157.81,15.652251,Sunday,6,0,0,0,395.24
Wise,AE-PH,2023-12-04,151.58,15.713793,Monday,0,0,0,0,329.33
Remitly,AE-PH,2023-12-04,143.49,15.72688,Monday,0,0,0,0,308.61
WorldRemit,AE-PH,2023-12-04,152.74,15.665603,Monday,0,0,0,0,377.18
Wise,AE-PH,2023-12-05,143.42,15.738532,Tuesday,1,0,0,0,297.31
Remitly,AE-PH,2023-12-05,135.91,15.755455,Tuesday,1,0,0,0,273.52
WorldRemit,AE-PH,2023-12-05,139.9,15.686964,Tuesday,1,0,0,0,343.6
Wise,AE-PH,2023-12-06,128.45,15.771111,Wednesday,2,0,0,0,251.03
Remitly,AE-PH,2023-12-06,153.63,15.720539,Wednesday,2,0,0,0,324.86
WorldRemit,AE-PH,2023-12-06,127.45,15.703655,Wednesday,2,0,0,0,315.0
Wise,AE-PH,2023-12-07,114.95,15.783065,Thursday,3,0,0,0,226.09
Remitly,AE-PH,2023-12-07,154.86,15.687693,Thursday,3,0,0,0,357.86
WorldRemit,AE-PH,2023-12-07,146.85,15.682125,Thursday,3,0,0,0,355.25
Wise,AE-PH,2023-12-08,131.91,15.759069,Friday,4,0,0,0,266.05
Remitly,AE-PH,2023-12-08,170.64,15.688664,Friday,4,0,0,0,372.7
WorldRemit,AE-PH,2023-12-08,155.23,15.661964,Friday,4,0,0,0,383.2
Wise,AE-PH,2023-12-09,140.5,15.734502,Saturday,5,0,0,0,298.27
Remitly,AE-PH,2023-12-09,159.81,15.684261,Saturday,5,0,0,0,366.13
WorldRemit,AE-PH,2023-12-09,162.19,15.640782,Saturday,5,0,0,0,410.79
Wise,AE-PH,2023-12-10,142.78,15.720896,Sunday,6,0,0,0,313.67
Remitly,AE-PH,2023-12-10,161.91,15.688453,Sunday,6,0,0,0,364.17
WorldRemit,AE-PH,2023-12-10,161.47,15.646682,Sunday,6,0,0,0,404.32
Wise,AE-PH,2023-12-11,144.88,15.73571,Monday,0,0,0,0,301.49
Remitly,AE-PH,2023-12-11,116.09,15.778246,Monday,0,0,1,0,231.84
WorldRemit,AE-PH,2023-12-11,151.65,15.661096,Monday,0,0,0,0,380.47
Wise,AE-PH,2023-12-12,139.05,15.725629,Tuesday,1,0,0,0,305.38
Remitly,AE-PH,2023-12-12,103.89,15.809893,Tuesday,1,0,1,0,189.38
WorldRemit,AE-PH,2023-12-12,107.73,15.750678,Tuesday,1,0,1,0,249.93
Wise,AE-PH,2023-12-13,97.9,15.818541,Wednesday,2,0,1,0,175.14
Remitly,AE-PH,2023-12-13,114.24,15.78294,Wednesday,2,0,1,0,225.5
WorldRemit,AE-PH,2023-12-13,104.17,15.769956,Wednesday,2,0,1,0,227.86
Wise,AE-PH,2023-12-14,97.88,15.790651,Thursday,3,0,1,1,201.76
Remitly,AE-PH,2023-12-14,182.5,15.657652,Thursday,3,0,0,1,414.67
WorldRemit,AE-PH,2023-12-14,129.99,15.69187,Thursday,3,0,1,1,328.95
Wise,AE-PH,2023-12-15,118.65,15.775337,Friday,4,0,1,1,237.18
Remitly,AE-PH,2023-12-15,187.38,15.641073,Friday,4,0,0,1,435.69
WorldRemit,AE-PH,2023-12-15,171.46,15.619399,Friday,4,0,0,1,440.93
Wise,AE-PH,2023-12-16,156.74,15.679609,Saturday,5,0,0,1,367.57
Remitly,AE-PH,2023-12-16,181.18,15.621936,Saturday,5,0,0,1,448.18
WorldRemit,AE-PH,2023-12-16,178.09,15.600839,Saturday,5,0,0,1,465.73
Wise,AE-PH,2023-12-17,153.83,15.730251,Sunday,6,0,0,0,315.7
Remitly,AE-PH,2023-12-17,156.94,15.697383,Sunday,6,0,0,0,350.56
WorldRemit,AE-PH,2023-12-17,158.88,15.640131,Sunday,6,0,0,0,408.11
Wise,AE-PH,2023-12-18,150.69,15.698571,Monday,0,0,0,0,343.16
Remitly,AE-PH,2023-12-18,148.4,15.707952,Monday,0,0,0,0,331.79
WorldRemit,AE-PH,2023-12-18,146.3,15.66377,Monday,0,0,0,0,372.52
Wise,AE-PH,2023-12-19,139.34,15.73385,Tuesday,1,0,0,0,297.74
Remitly,AE-PH,2023-12-19,130.39,15.745939,Tuesday,1,0,0,0,277.15
WorldRemit,AE-PH,2023-12-19,141.74,15.694652,Tuesday,1,0,0,0,338.0
Wise,AE-PH,2023-12-20,130.79,15.752373,Wednesday,2,0,0,0,271.36
Remitly,AE-PH,2023-12-20,147.35,15.718472,Wednesday,2,0,0,0,320.58
WorldRemit,AE-PH,2023-12-20,128.02,15.727862,Wednesday,2,0,0,0,292.2
Wise,AE-PH,2023-12-21,119.45,15.784593,Thursday,3,0,0,0,229.12
Remitly,AE-PH,2023-12-21,158.09,15.679574,Thursday,3,0,0,0,368.97
WorldRemit,AE-PH,2023-12-21,143.36,15.692209,Thursday,3,0,0,0,341.98
Wise,AE-PH,2023-12-22,130.39,15.769575,Friday,4,0,0,0,254.46
Remitly,AE-PH,2023-12-22,161.34,15.682069,Friday,4,0,0,0,369.79
WorldRemit,AE-PH,2023-12-22,154.26,15.670355,Friday,4,0,0,0,374.08
Wise,AE-PH,2023-12-23,143.49,15.733875,Saturday,5,0,0,0,301.87
Remitly,AE-PH,2023-12-23,168.58,15.66676,Saturday,5,0,0,0,391.9
WorldRemit,AE-PH,2023-12-23,158.15,15.658988,Saturday,5,0,0,0,389.02
Wise,AE-PH,2023-12-24,146.35,15.721419,Sunday,6,0,0,0,316.74
Remitly,AE-PH,2023-12-24,160.88,15.684552,Sunday,6,0,0,0,366.93
WorldRemit,AE-PH,2023-12-24,162.06,15.640413,Sunday,6,0,0,0,411.02
Wise,AE-PH,2023-12-25,161.7,15.696415,Monday,0,1,0,0,356.25
Remitly,AE-PH,2023-12-25,159.96,15.701912,Monday,0,1,0,0,349.19
WorldRemit,AE-PH,2023-12-25,162.8,15.637402,Monday,0,1,0,0,414.69
Wise,AE-PH,2023-12-26,143.79,15.729804,Tuesday,1,0,0,0,306.09
Remitly,AE-PH,2023-12-26,135.61,15.742557,Tuesday,1,0,0,0,285.63
WorldRemit,AE-PH,2023-12-26,143.27,15.67132,Tuesday,1,0,0,0,362.16
Wise,AE-PH,2023-12-27,130.33,15.749494,Wednesday,2,0,0,0,273.67
Remitly,AE-PH,2023-12-27,153.55,15.726093,Wednesday,2,0,0,0,319.42
WorldRemit,AE-PH,2023-12-27,123.37,15.713462,Wednesday,2,0,0,0,301.44
Wise,AE-PH,2023-12-28,118.48,15.791193,Thursday,3,0,0,0,221.83
Remitly,AE-PH,2023-12-28,159.14,15.679088,Thursday,3,0,0,0,370.48
